과정,폐강여부,과목코드,강좌번호,개설과목,개설학과,중간강의점검여부,문의처,이수구분,학점,주야,분반,교차수강,성적평가,정원,1학년정원,2학년정원,3학년정원,"4,5학년정원",전체학년제한,전체학년정원,신청현황,담당교수 교번,담당교수명,A / B / C / D / E / F / G,학년,75분수업,원격수업,승인,강의구분,학점교류여부,강의시간,강의실,강의계획서,비고,(교양)대영역,(교양)소영역,공학인증,시수,전공이수체계
일반,,CEEN310023,2025201209,토양지하수오염 복원 및 위해성 평가,건설환경공학과,Y,0428211842,전선,3.0,주,02,N,상대,50,0,0,45,0,5,5,46,20141004,주진철,0/0/0/0/0/0/0,3,,,Y,이론,N,"수6,7,8",전기전자관(114),보기,,,,Y,3.0,기본전공
일반,,CEEN330009,2025201212,폐수관리 및 슬러지 처리공학,건설환경공학과,Y,0428211842,심선,3.0,주,02,N,상대,50,0,0,45,0,5,5,37,20251021,이우람,0/0/0/0/0/0/0,3,,,Y,이론,N,"수2,3,4",화학환경관(401),보기,,,,Y,3.0,
일반,,CEEN330011,2025200083,해안공학설계,건설환경공학과,Y,0428211102,심선,3.0,주,01,N,상대,85,0,0,85,0,0,0,50,20091011,정태화,0/0/0/0/0/0/0,3,,,Y,이론실습,N,"월5,6,7,수8","건설공학관(211),건설공학관(211)",보기,,,,Y,4.0,
일반,,CEEN4306,2025201214,ICT기반 물환경관리,건설환경공학과,Y,0428211842,심선,3.0,주,02,N,상대,40,0,0,0,40,0,0,30,20215056,배용현,0/0/0/0/0/0/0,4,,,Y,이론실습,N,"목2,3,4,5",화학환경관(402),보기,,,,Y,4.0,
일반,,CEEN4307,2025201215,유해가스처리공학,건설환경공학과,Y,0428211842,심선,3.0,주,02,N,상대,60,0,0,0,58,2,2,48,20231009,정상재,0/0/0/0/0/0/0,4,,,Y,이론,N,"월2,3,4",전기전자관(114),보기,,,,Y,3.0,
일반,,CEEN4303,2025200101,응용측량학,건설환경공학과,Y,0428211102,심선,3.0,주,01,N,상대,25,0,0,0,25,0,0,22,20161003,전해민,0/0/0/0/0/0/0,4,,,Y,이론,N,"목6,7,8",건설공학관(211),보기,"건설환경공학과 토목전공 4학년 우선신청, 3학년은 전체학년수강신청일정에 신청 가능.",,,Y,3.0,
일반,,CEEN4304,2025200100,전산구조해석 및 실습,건설환경공학과,Y,0428211102,심선,3.0,주,01,N,절대,70,0,0,0,70,0,0,48,20235066,손호영,0/0/0/0/0/0/0,4,,,Y,이론실습,N,"월5,6,7,8",건설공학관(206),보기,,,,Y,4.0,
일반,,GUID400002,2025200093,진로설계4(취업전략과 실전취업),건설환경공학과,Y,0428211102,특필,1.0,주,01,N,절대,34,0,0,0,34,0,0,34,20161003,전해민,0/0/0/0/0/0/0,4,,,Y,이론,N,화5,건설공학관(211),보기,"건설환경공학과 토목공학전공 학생만 신청 가능, 2019~2022학번 필수.",,,,1.0,
일반,,GUID400002,2025200094,진로설계4(취업전략과 실전취업),건설환경공학과,Y,0428211102,특필,1.0,주,02,N,절대,35,0,0,0,35,0,0,21,20161003,전해민,0/0/0/0/0/0/0,4,,,Y,이론,N,화6,건설공학관(211),보기,"건설환경공학과 토목공학전공 학생만 신청 가능, 2019~2022학번 필수.",,,,1.0,
일반,,GUID400002,2025200095,진로설계4(취업전략과 실전취업),건설환경공학과,Y,0428211842,특필,1.0,주,03,N,절대,60,0,0,0,60,0,0,57,20241008,장덕수,0/0/0/0/0/0/0,4,,,Y,이론,N,월5,전기전자관(114),보기,"건설환경공학과 환경공학전공 학생만 신청 가능, 2019~2022학번 필수.",,,,1.0,
일반,,PROJ4305,2025200097,캡스톤디자인2(토목),건설환경공학과,Y,0428211102,심선,3.0,주,01,N,절대,30,0,0,0,30,0,0,13,"20001011,20091065","이형준,최병호",0/0/0/0/0/0/0,4,,,Y,이론실습,N,"금6,7,금8,9","건설공학관(205),건설공학관(205)",보기,,,,Y,4.0,
일반,,PROJ4305,2025200098,캡스톤디자인2(토목),건설환경공학과,Y,0428211102,심선,3.0,주,02,N,절대,30,0,0,0,30,0,0,23,"20041003,20161003,20221004","박희성,전해민,김도현",0/0/0/0/0/0/0,4,,,Y,이론실습,N,"금6,금7,금8,9","건설공학관(210),건설공학관(210),건설공학관(210)",보기,,,,Y,4.0,
일반,,PROJ4305,2025200099,캡스톤디자인2(토목),건설환경공학과,Y,0428211102,심선,3.0,주,03,N,절대,30,0,0,0,30,0,0,18,"20091011,20091066,20254060","정태화,이정호,이종석",0/0/0/0/0/0/0,4,,,Y,이론실습,N,"금6,금7,금8,9","건설공학관(209),건설공학관(209),건설공학관(209)",보기,,,,Y,4.0,
일반,,PROJ4306,2025201216,캡스톤디자인2(환경),건설환경공학과,Y,0428211842,특선,3.0,주,04,N,절대,20,0,0,0,20,0,0,12,19951001,엄태인,0/0/0/0/0/0/0,4,,,Y,이론실습,N,"수1,2,3,4",화학환경관(403),보기,,,,Y,4.0,
일반,,PROJ4306,2025201217,캡스톤디자인2(환경),건설환경공학과,Y,0428211842,특선,3.0,주,05,N,절대,20,0,0,0,20,0,0,12,20141004,주진철,0/0/0/0/0/0/0,4,,,Y,이론실습,N,"수1,2,3,4",화학환경관(406),보기,,,,Y,4.0,
일반,,PROJ4306,2025201218,캡스톤디자인2(환경),건설환경공학과,Y,0428211842,특선,3.0,주,06,N,절대,20,0,0,0,20,0,0,10,20211708,이도연,0/0/0/0/0/0/0,4,,,Y,이론실습,N,"수1,2,3,4",전기전자관(114),보기,,,,Y,4.0,
일반,,PROJ4306,2025201219,캡스톤디자인2(환경),건설환경공학과,Y,0428211842,특선,3.0,주,07,N,절대,20,0,0,0,20,0,0,12,20231009,정상재,0/0/0/0/0/0/0,4,,,Y,이론실습,N,"수1,2,3,4",화학환경관(402),보기,,,,Y,4.0,
일반,,PROJ4306,2025201220,캡스톤디자인2(환경),건설환경공학과,Y,0428211842,특선,3.0,주,08,N,절대,20,0,0,0,20,0,0,11,20241008,장덕수,0/0/0/0/0/0/0,4,,,Y,이론실습,N,"수1,2,3,4",화학환경관(420),보기,,,,Y,4.0,
일반,,CEEN4106,2025201213,토양폐기물분석실험,건설환경공학과,Y,0428211842,전선,3.0,주,02,N,절대,40,0,0,0,35,5,5,9,20211708,이도연,0/0/0/0/0/0/0,4,,,Y,이론실습,N,"금6,7,8,9",화학환경관(302),보기,,,,Y,4.0,
일반,,URBE1101,2025200018,공간정보공학,도시공학과,Y,0428211843,전선,3.0,주,11,N,상대,40,35,1,1,1,2,2,38,20245037,최영락,0/0/0/0/0/0/0,1,,,,이론실습,N,"월6,7,8,9",건설공학관(507),보기,,,,,4.0,기본전공
일반,,URBE110008,2025200026,교통을말하다,도시공학과,Y,0428211843,전선,3.0,주,11,N,상대,40,40,0,0,0,0,0,20,20021007,도명식,0/0/0/0/0/0/0,1,,,Y,이론,N,"화6,7,8",건설공학관(505),보기,,,,,3.0,기본전공
일반,,URBE1103,2025200019,도시계획론,도시공학과,Y,0428211843,전선,3.0,주,11,N,상대,40,34,1,1,1,3,3,40,19951003,이상호,0/0/0/0/0/0/0,1,,,,이론,N,"수6,7,8",건설공학관(507),보기,,,,,3.0,기본전공
일반,,URBE110006,2025200020,도시설계의이해,도시공학과,Y,0428211843,전선,3.0,주,11,N,상대,40,35,1,1,1,2,2,38,20211205,양승호,0/0/0/0/0/0/0,1,,,,이론,N,"화1,2,3",건설공학관(507),보기,,,,,3.0,기본전공
일반,,URBE110010,2025200025,도시통계학,도시공학과,Y,0428211843,전선,3.0,주,11,N,상대,40,35,0,0,0,5,5,6,20151004,성찬용,0/0/0/0/0/0/0,1,,,,이론,N,"수1,2,3",건설공학관(504),보기,,,,,3.0,기본전공
일반,,URBE2104,2025200060,교통안전,도시공학과,Y,0428211843,전선,3.0,주,11,N,상대,40,3,30,2,2,3,3,39,20225030,변완희,0/0/0/0/0/0/0,2,,,Y,이론실습,N,"목6,7,8,9",건설공학관(505),보기,,,,,4.0,기본전공
일반,,URBE210016,2025200056,교통프로그래밍,도시공학과,Y,0428211843,전선,3.0,주,11,N,상대,40,4,30,1,1,4,4,19,20221010,김세헌,0/0/0/0/0/0/0,2,,,,이론실습,N,"월6,7,8,9",건설공학관(504),보기,,,,,4.0,기본전공
일반,,URBE2106,2025200062,단지설계,도시공학과,Y,0428211843,전필,3.0,주,11,N,상대,26,2,22,1,1,0,0,26,20195183,김영수,0/0/0/0/0/0/0,2,,,,이론실습,N,"금1,2,3,4",건설공학관(504),보기,,,,,4.0,기본전공
일반,,URBE2106,2025200064,단지설계,도시공학과,Y,0428211843,전필,3.0,주,12,N,상대,26,2,22,1,1,0,0,25,20195183,김영수,0/0/0/0/0/0/0,2,,,,이론실습,N,"금6,7,8,9",건설공학관(504),보기,,,,,4.0,기본전공
일반,,URBE2108,2025200061,도시주거학,도시공학과,Y,0428211843,전선,3.0,주,11,N,상대,40,4,30,1,1,4,4,40,20171007,이창효,0/0/0/0/0/0/0,2,,,,이론,N,"월1,2,3",건설공학관(507),보기,,,,,3.0,기본전공
일반,,URBE210020,2025200058,스마트도시계획,도시공학과,Y,0428211843,전필,3.0,주,11,N,상대,59,2,45,2,2,8,8,57,20231015,조성수,0/0/0/0/0/0/0,2,,,Y,이론실습,N,"수1,2,3,4",건설공학관(507),보기,필수인 학생만 승인,,,,4.0,기본전공
일반,,GUID200002,2025200050,진로설계2(진로탐색과 자기계발),도시공학과,Y,0428211843,특필,1.0,주,11,N,절대,26,2,20,2,2,0,0,26,20221010,김세헌,0/0/0/0/0/0/0,2,,,Y,이론,N,월5,건설공학관(504),보기,타 학과 학생은 수강 불가,,,,1.0,
일반,,GUID200002,2025200067,진로설계2(진로탐색과 자기계발),도시공학과,Y,0428211843,특필,1.0,주,12,N,절대,26,2,20,2,2,0,0,24,20221010,김세헌,0/0/0/0/0/0/0,2,,,Y,이론,N,화5,건설공학관(504),보기,타 학과 학생은 수강 불가,,,,1.0,
일반,,URBE320004,2025200072,교통운영시스템,도시공학과,Y,0428211843,심선,3.0,주,11,N,상대,40,0,1,36,1,2,2,35,20221010,김세헌,0/0/0/0/0/0/0,3,,,,이론실습,N,"화6,7,8,9",건설공학관(507),보기,,,,,4.0,
일반,,URBE3103,2025200080,국토및지역계획,도시공학과,Y,0428211843,전선,3.0,주,11,N,상대,40,0,1,36,1,2,2,15,20195159,백효진,0/0/0/0/0/0/0,3,,,,이론실습,N,"목1,2,3,4",건설공학관(507),보기,,,,,4.0,기본전공
일반,,URBE3202,2025200077,도시모델링,도시공학과,Y,0428211843,심필,3.0,주,11,N,상대,23,0,0,20,1,2,2,21,20235070,윤정중,0/0/0/0/0/0/0,3,,,,이론실습,N,"금6,7,8,9",건설공학관(507),보기,,,,,4.0,
일반,,URBE3202,2025200079,도시모델링,도시공학과,Y,0428211843,심필,3.0,주,12,N,상대,23,0,0,20,1,2,2,21,20235070,윤정중,0/0/0/0/0/0/0,3,,,,이론실습,N,"금1,2,3,4",건설공학관(507),보기,,,,,4.0,
일반,,URBE320005,2025200084,도시지리학,도시공학과,Y,0428211843,심선,3.0,주,11,N,상대,40,0,2,34,1,3,3,39,20171007,이창효,0/0/0/0/0/0/0,3,,,,이론,N,"수1,2,3",건설공학관(505),보기,,,,,3.0,
일반,,URBE3106,2025200074,종합설계(도시설계),도시공학과,Y,0428211843,전필,3.0,주,11,N,절대,20,0,0,17,1,2,2,15,20211205,양승호,0/0/0/0/0/0/0,3,,,Y,이론실습,N,"월6,7,8,9",건설공학관(505),보기,,,,,4.0,기본전공
일반,,URBE3106,2025200075,종합설계(도시설계),도시공학과,Y,0428211843,전필,3.0,주,12,N,절대,24,0,0,20,1,3,3,24,20211205,양승호,0/0/0/0/0/0/0,3,,,Y,이론실습,N,"월1,2,3,4",건설공학관(505),보기,,,,,4.0,기본전공
일반,,GUID300002,2025200069,진로설계3(진로설정과 경력개발),도시공학과,Y,0428211843,특필,1.0,주,11,N,절대,24,0,1,20,1,2,2,24,20151004,성찬용,0/0/0/0/0/0/0,3,,,Y,이론,N,월5,건설공학관(505),보기,타 학과 학생은 수강 불가,,,,1.0,
일반,,GUID300002,2025200071,진로설계3(진로설정과 경력개발),도시공학과,Y,0428211843,특필,1.0,주,12,N,절대,23,0,1,20,1,1,1,17,20151004,성찬용,0/0/0/0/0/0/0,3,,,Y,이론,N,화5,건설공학관(505),보기,타 학과 학생은 수강 불가,,,,1.0,
일반,,URBE3108,2025200082,환경계획론,도시공학과,Y,0428211843,전선,3.0,주,11,N,상대,40,0,2,34,2,2,2,19,20151004,성찬용,0/0/0/0/0/0/0,3,,,,이론,N,"화1,2,3",건설공학관(505),보기,,,,,3.0,
일반,,URBE4201,2025200088,도시방재시스템,도시공학과,Y,0428211843,심선,3.0,주,11,N,상대,40,0,0,2,35,3,3,22,20231015,조성수,0/0/0/0/0/0/0,4,,,,이론실습,N,"월1,2,3,4",건설공학관(504),보기,,,,,4.0,
일반,,URBE4204,2025200086,도시정보론,도시공학과,Y,0428211843,심선,3.0,주,11,N,상대,40,0,0,2,35,3,3,28,20215018,안영웅,0/0/0/0/0/0/0,4,,,,이론,N,"수6,7,8",건설공학관(505),보기,,,,,3.0,
일반,,URBE4205,2025200091,주거재생및정책,도시공학과,Y,0428211843,심필,3.0,주,11,N,상대,50,0,0,3,45,2,2,39,20171007,이창효,0/0/0/0/0/0/0,4,,,,이론실습,N,"목6,7,8,9",건설공학관(507),보기,,,,,4.0,
일반,,PROJ110014,2025200667,창의공학설계 및 구조,건축공학과,Y,0428211116,특필,3.0,주,01,N,절대,25,25,0,0,0,0,0,13,20051065,김승훈,0/0/0/0/0/0/0,1,,,Y,이론실습,N,"월1,2,3,4",건설공학관(305),보기,융합자율대학 학생만 수강신청 가능,,,,4.0,기본전공
일반,,PROJ110014,2025202142,창의공학설계 및 구조,건축공학과,Y,0428211116,특필,3.0,주,02,N,절대,24,24,0,0,0,0,0,23,20245064,정재원,0/0/0/0/0/0/0,1,,,,이론실습,Y,"월6,7,8,9",건설공학관(302),보기,,,,,4.0,기본전공
일반,,PROJ110014,2025202143,창의공학설계 및 구조,건축공학과,Y,0428211116,특필,3.0,주,03,N,절대,23,23,0,0,0,0,0,23,20235101,최진철,0/0/0/0/0/0/0,1,,,,이론실습,Y,"월1,2,3,4",건설공학관(302),보기,,,,,4.0,기본전공
일반,,ARCE2201,2025200603,CAD,건축공학과,Y,0428211116,심선,2.0,주,01,N,상대,30,0,30,0,0,0,0,26,20195194,손명희,0/0/0/0/0/0/0,2,,,Y,이론실습,Y,"목6,7,8",건설공학관(301),보기,,,,,3.0,
일반,,ARCE2201,2025200692,CAD,건축공학과,Y,0428211116,심선,2.0,주,02,N,상대,34,0,32,1,1,0,0,34,20235098,이루다,0/0/0/0/0/0/0,2,,,Y,이론실습,N,"화2,3,4",건설공학관(301),보기,,,,,3.0,
일반,,ARCE2102,2025200596,건축계획(Ⅱ),건축공학과,Y,0428211116,전필,2.0,주,01,N,상대,88,0,30,4,4,50,50,42,20041006,진경일,0/0/0/0/0/0/0,2,,블,Y,이론,Y,"수6,7",건설공학관(306),보기,,,,,2.0,기본전공
일반,,ARCE2102,2025200688,건축계획(Ⅱ),건축공학과,Y,0428211116,전필,2.0,주,02,N,상대,80,0,30,0,0,50,50,23,20041006,진경일,0/0/0/0/0/0/0,2,,블,Y,이론,Y,"수8,9",건설공학관(306),보기,,,,,2.0,기본전공
일반,,ARCE2104,2025200598,건축공학설계(Ⅰ),건축공학과,Y,0428211116,전필,2.0,주,01,N,상대,26,0,26,0,0,0,0,26,20205072,이형우,0/0/0/0/0/0/0,2,,,Y,이론실습,N,"목2,3,4",건설공학관(305),보기,,,,,3.0,기본전공
일반,,ARCE2104,2025200689,건축공학설계(Ⅰ),건축공학과,Y,0428211116,전필,2.0,주,02,N,상대,20,0,20,0,0,0,0,20,20195194,손명희,0/0/0/0/0/0/0,2,,,Y,이론실습,N,"목2,3,4",건설공학관(302),보기,,,,,3.0,기본전공
일반,,ARCE2104,2025200691,건축공학설계(Ⅰ),건축공학과,Y,0428211116,전필,2.0,주,03,N,상대,20,0,20,0,0,0,0,14,20205072,이형우,0/0/0/0/0/0/0,2,,,Y,이론실습,N,"목6,7,8",건설공학관(305),보기,,,,,3.0,기본전공
일반,,ARCE2105,2025200599,건축재료성능설계,건축공학과,Y,0428211116,전필,3.0,주,01,N,상대,82,0,70,6,6,0,0,70,20041005,이상수,0/0/0/0/0/0/0,2,,,Y,이론실습,Y,"월1,2,3,4",건설공학관(306),보기,,,,,4.0,기본전공
일반,,ARCE2108,2025200600,건축환경(Ⅱ),건축공학과,Y,0428211116,전필,3.0,주,01,N,상대,70,0,70,0,0,0,0,64,20001012,윤종호,0/0/0/0/0/0/0,2,,,Y,이론,Y,"월6,7,8",건설공학관(306),보기,,,,,3.0,기본전공
일반,,ARCE2109,2025200601,공학수학,건축공학과,Y,0428211116,전필,3.0,주,01,N,상대,52,0,46,3,3,0,0,52,20205070,이상윤,0/0/0/0/0/0/0,2,,,Y,이론,Y,"금2,3,4",건설공학관(306),보기,,,,,3.0,기본전공
일반,,ARCE2109,2025202145,공학수학,건축공학과,Y,0428211116,전필,3.0,주,02,N,상대,30,0,30,0,0,0,0,17,20205070,이상윤,0/0/0/0/0/0/0,2,,,Y,이론,Y,"금6,7,8",건설공학관(306),보기,,,,,3.0,기본전공
일반,,ARCE2111,2025200602,구조역학응용,건축공학과,Y,0428211116,전필,3.0,주,01,N,상대,30,0,30,0,0,0,0,24,20021008,이용택,0/0/0/0/0/0/0,2,,,Y,이론,Y,"화2,3,4",건설공학관(307),보기,,,,,3.0,기본전공
일반,,ARCE2111,2025202144,구조역학응용,건축공학과,Y,0428211116,전필,3.0,주,02,N,상대,42,0,34,4,4,0,0,42,20021008,이용택,0/0/0/0/0/0/0,2,,,Y,이론,Y,"화6,7,8",건설공학관(307),보기,,,,,3.0,기본전공
일반,,ARCE3102,2025200606,건설사업관리,건축공학과,Y,0428211116,전필,3.0,주,01,N,상대,54,0,0,52,2,0,0,30,20161008,이동훈,0/0/0/0/0/0/0,3,,,Y,이론,N,"월6,7,8",건설공학관(307),보기,,,,,3.0,기본전공
일반,,ARCE3102,2025200684,건설사업관리,건축공학과,Y,0428211116,전필,3.0,주,02,N,상대,27,0,0,26,1,0,0,27,20161008,이동훈,0/0/0/0/0/0/0,3,,,Y,이론,Y,"수6,7,8",건설공학관(307),보기,,,,,3.0,기본전공
일반,,ARCE3203,2025200607,건축구조시스템,건축공학과,Y,0428211116,심선,3.0,주,01,N,절대,25,0,0,25,0,0,0,9,20221011,박해용,0/0/0/0/0/0/0,3,,,Y,이론실습,Y,"화1,2,3,4",건설공학관(303),보기,,,,,4.0,
일반,,ARCE3203,2025200677,건축구조시스템,건축공학과,Y,0428211116,심선,3.0,주,02,N,상대,25,0,0,25,0,0,0,25,20221011,박해용,0/0/0/0/0/0/0,3,,,Y,이론실습,Y,"목2,3,4,5",건설공학관(308),보기,,,,,4.0,
일반,,ARCE3205,2025200608,건축법(Ⅱ),건축공학과,Y,0428211116,심선,2.0,주,01,N,상대,74,0,0,72,2,0,0,22,20235113,김이태,0/0/0/0/0/0/0,3,,,Y,이론,Y,"목8,9",건설공학관(307),보기,,,,,2.0,
일반,,ARCE3206,2025200678,건축설비시스템설계,건축공학과,Y,0428211116,심선,2.0,주,02,N,상대,27,0,0,26,1,0,0,23,20201209,김동수,0/0/0/0/0/0/0,3,,,Y,이론,Y,"목2,3",건설공학관(307),보기,,,,,2.0,
일반,,ARCE3207,2025200611,건축시공학(Ⅱ),건축공학과,Y,0428211116,심선,3.0,주,01,N,상대,29,0,0,27,2,0,0,20,20201205,김성진,0/0/0/0/0/0/0,3,,,Y,이론실습,Y,"수6,7,8,9",건설공학관(308),보기,,,,,4.0,
일반,,ARCE3207,2025200679,건축시공학(Ⅱ),건축공학과,Y,0428211116,심선,3.0,주,02,N,상대,25,0,0,25,0,0,0,22,20201205,김성진,0/0/0/0/0/0/0,3,,,Y,이론실습,Y,"화1,2,3,4",건설공학관(308),보기,,,,,4.0,
일반,,ARCE3208,2025200613,건축재료실험,건축공학과,Y,0428211116,심선,2.0,주,01,N,절대,40,0,0,40,0,0,0,24,20041005,이상수,0/0/0/0/0/0/0,3,,,Y,이론실습,Y,"화6,7,8",건설공학관(105),보기,,,,,3.0,
일반,,ARCE3209,2025200615,건축환경실험,건축공학과,Y,0428211116,심선,2.0,주,01,N,절대,35,0,0,35,0,0,0,15,20201209,김동수,0/0/0/0/0/0/0,3,,,Y,이론실습,Y,"화6,7,8",건설공학관(303),보기,,,,,3.0,
일반,,STAR3001,2025200682,기업가정신과 창업,건축공학과,Y,0428211116,특필,1.0,주,01,N,절대,82,0,0,1,1,80,80,69,20211213,서준석,0/0/0/0/0/0/0,3,,온,Y,이론,N,목1,건설공학관(306),보기,,,,,1.0,
일반,,GUID300002,2025200680,진로설계3(진로설정과 경력개발),건축공학과,Y,0428211116,특필,1.0,주,01,N,절대,29,0,0,28,1,0,0,27,20161008,이동훈,0/0/0/0/0/0/0,3,,,Y,이론,N,월9,건설공학관(307),보기,,,,,1.0,
일반,,GUID300002,2025200681,진로설계3(진로설정과 경력개발),건축공학과,Y,0428211116,특필,1.0,주,02,N,절대,29,0,0,29,0,0,0,28,20161008,이동훈,0/0/0/0/0/0/0,3,,,Y,이론,N,수9,건설공학관(307),보기,,,,,1.0,
일반,,ARCE3210,2025200616,철근콘크리트구조설계,건축공학과,Y,0428211116,심선,3.0,주,01,N,상대,70,0,0,70,0,0,0,24,20245064,정재원,0/0/0/0/0/0/0,3,,,Y,이론실습,Y,"월1,2,3,4",건설공학관(307),보기,,,,,4.0,
일반,,PROJ3203,2025200618,캡스톤디자인(Ⅰ),건축공학과,Y,0428211116,특필,3.0,주,01,N,절대,20,0,0,20,0,0,0,14,20001012,윤종호,0/0/0/0/0/0/0,3,,,Y,이론실습,N,"수1,2,3,4",건설공학관(314),보기,,,,,4.0,
일반,,PROJ3203,2025200619,캡스톤디자인(Ⅰ),건축공학과,Y,0428211116,특필,3.0,주,02,N,절대,28,0,0,28,0,0,0,28,20041005,이상수,0/0/0/0/0/0/0,3,,,Y,이론실습,N,"수1,2,3,4",건설공학관(307),보기,,,,,4.0,
일반,,PROJ3203,2025200621,캡스톤디자인(Ⅰ),건축공학과,Y,0428211116,특필,3.0,주,03,N,절대,20,0,0,20,0,0,0,14,20221011,박해용,0/0/0/0/0/0/0,3,,,Y,이론실습,N,"수1,2,3,4",건설공학관(304),보기,,,,,4.0,
일반,,ARCE4204,2025200649,건설안전관리,건축공학과,Y,0428211116,심선,3.0,주,01,N,상대,40,0,0,0,40,0,0,10,20255050,정경태,0/0/0/0/0/0/0,4,,,Y,이론,N,"월2,3,4",건설공학관(308),보기,,,,,3.0,
일반,,ARCE4213,2025200651,건축구조설계실무,건축공학과,Y,0428211116,심선,3.0,주,01,N,절대,40,0,0,0,40,0,0,6,20221011,박해용,0/0/0/0/0/0/0,4,,,Y,이론실습,Y,"월6,7,8,9",건설공학관(303),보기,,,,,4.0,
일반,,ARCE4214,2025200653,건축물 진단 및 유지관리,건축공학과,Y,0428211116,심선,2.0,주,01,N,절대,40,0,0,0,40,0,0,5,20021008,이용택,0/0/0/0/0/0/0,4,,,Y,이론실습,Y,"수1,2,3",건설공학관(308),보기,,,,,3.0,
일반,,ARCE4215,2025200654,생태건축응용,건축공학과,Y,0428211116,심선,3.0,주,01,N,절대,40,0,0,0,40,0,0,4,20235098,이루다,0/0/0/0/0/0/0,4,,,Y,이론실습,Y,"수6,7,8,9",건설공학관(303),보기,,,,,4.0,
일반,,GUID400002,2025200685,진로설계4(취업전략과 실전취업),건축공학과,Y,0428211116,특필,1.0,주,01,N,절대,32,0,0,0,32,0,0,24,20201205,김성진,0/0/0/0/0/0/0,4,,,Y,이론,N,월8,건설공학관(308),보기,,,,,1.0,
일반,,GUID400002,2025200687,진로설계4(취업전략과 실전취업),건축공학과,Y,0428211116,특필,1.0,주,02,N,절대,34,0,0,0,34,0,0,34,20201205,김성진,0/0/0/0/0/0/0,4,,,Y,이론,N,수4,건설공학관(308),보기,,,,,1.0,
일반,,ARCE4210,2025200638,캡스톤디자인(Ⅲ),건축공학과,Y,0428211116,심필,2.0,주,01,N,절대,20,0,0,0,20,0,0,16,20001012,윤종호,0/0/0/0/0/0/0,4,,,Y,이론실습,N,"화1,2,3",건설공학관(314),보기,,,,,3.0,
일반,,ARCE4210,2025200642,캡스톤디자인(Ⅲ),건축공학과,Y,0428211116,심필,2.0,주,02,N,절대,40,0,0,0,40,0,0,31,20161008,이동훈,0/0/0/0/0/0/0,4,,,Y,이론실습,N,"화1,2,3",건설공학관(306),보기,,,,,3.0,
일반,,ARCE4210,2025200645,캡스톤디자인(Ⅲ),건축공학과,Y,0428211116,심필,2.0,주,03,N,절대,20,0,0,0,20,0,0,12,20051065,김승훈,0/0/0/0/0/0/0,4,,,Y,이론실습,N,"화1,2,3",건설공학관(304),보기,,,,,3.0,
일반,,ARCE4211,2025200655,현대건축,건축공학과,Y,0428211116,심선,2.0,주,01,N,상대,80,0,0,10,70,0,0,21,20041006,진경일,0/0/0/0/0/0/0,4,,온,Y,이론,N,"화6,7",건설공학관(306),보기,,,,,2.0,
일반,,ARCH1103,2025200085,건축설계2(기초),건축학과(5년제),Y,0428211742,전필,4.0,주,01,N,절대,10,0,0,0,0,10,10,8,20021009,박수훈,0/0/0/0/0/0/0,1,,,,이론실습,N,"월5,6,7,목6,7,8,9","건설공학관(412),건설공학관(412)",보기,,,,,7.0,기본전공
일반,,ARCH1103,2025200087,건축설계2(기초),건축학과(5년제),Y,0428211742,전필,4.0,주,02,N,절대,10,0,0,0,0,10,10,8,20191016,김호영,0/0/0/0/0/0/0,1,,,,이론실습,N,"월5,6,7,목6,7,8,9","건설공학관(412),건설공학관(412)",보기,,,,,7.0,기본전공
일반,,ARCH1103,2025200090,건축설계2(기초),건축학과(5년제),Y,0428211742,전필,4.0,주,03,N,절대,10,0,0,0,0,10,10,7,20225089,이병기,0/0/0/0/0/0/0,1,,,,이론실습,N,"월5,6,7,목6,7,8,9","건설공학관(412),건설공학관(412)",보기,,,,,7.0,기본전공
일반,,ARCH2101,2025200359,건축과사회,건축학과(5년제),Y,0428211742,전필,3.0,주,01,N,상대,30,0,0,0,0,30,30,12,20041007,송복섭,0/0/0/0/0/0/0,2,,,,이론,N,"수2,3,4",건설공학관(406),보기,,,,,3.0,기본전공
일반,,ARCH2103,2025200360,건축설계4(기본),건축학과(5년제),Y,0428211742,전필,5.0,주,01,N,절대,10,0,0,0,0,10,10,8,20091013,박상현,0/0/0/0/0/0/0,2,,,,이론실습,N,"월5,6,7,8,9,목6,7,8,9","건설공학관(604),건설공학관(604)",보기,,,,,9.0,기본전공
일반,,ARCH2103,2025200361,건축설계4(기본),건축학과(5년제),Y,0428211742,전필,5.0,주,02,N,절대,10,0,0,0,0,10,10,7,20195172,최영재,0/0/0/0/0/0/0,2,,,,이론실습,N,"월5,6,7,8,9,목6,7,8,9","건설공학관(604),건설공학관(604)",보기,,,,,9.0,기본전공
일반,,ARCH2106,2025200362,건축환경,건축학과(5년제),Y,0428211472,전필,3.0,주,01,N,상대,30,0,0,0,0,30,30,15,20021009,박수훈,0/0/0/0/0/0/0,2,,,,이론,N,"화6,7,8",건설공학관(413),보기,,,,,3.0,기본전공
일반,,ARCH2109,2025200363,서양건축사,건축학과(5년제),Y,0428211742,전필,3.0,주,01,N,상대,30,0,0,0,0,30,30,13,20191016,김호영,0/0/0/0/0/0/0,2,,,,이론,N,"화2,3,4",건설공학관(413),보기,,,,,3.0,기본전공
